order_id,quantity,item_name,choice_description,item_price,item_price_per
1349,2,canned soda, Coca Cola ,2.18,1.09
1350,1,chicken bowl, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.25,11.25
1350,1,canned soft drink, Nestea ,1.25,1.25
1351,1,veggie burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Black Beans Rice Fajita Veggies Lettuce ,8.49,8.49
1351,1,nantucket nectar, Pineapple Orange Banana ,3.39,3.39
1352,1,chicken burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream Lettuce ,8.49,8.49
1352,1,chips and guacamole,,3.99,3.99
1353,1,chicken burrito, Fresh Tomato Salsa Rice Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1353,1,chicken crispy tacos, Fresh Tomato Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
1354,1,chicken burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream Lettuce ,8.49,8.49
1354,1,side of chips,,1.69,1.69
1355,2,chicken burrito, Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Sour Cream ,16.98,8.49
1356,1,barbacoa bowl, Fresh Tomato Salsa Rice Black Beans Cheese ,9.25,9.25
1356,1,steak burrito, Fresh Tomato Salsa Rice Black Beans Cheese ,9.25,9.25
1356,1,steak burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole ,11.75,11.75
1356,1,canned soft drink, Diet Coke ,1.25,1.25
1357,1,chicken salad bowl, Fresh Tomato Salsa Cheese Guacamole Lettuce ,11.25,11.25
1357,1,chicken salad bowl, Fresh Tomato Salsa Cheese Lettuce ,8.75,8.75
1358,1,chicken burrito, Tomatillo Red Chili Salsa Hot Rice Black Beans Cheese Lettuce ,8.49,8.49
1358,1,chicken bowl, Fresh Tomato Salsa Mild Rice Black Beans Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
1359,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Lettuce ,8.75,8.75
1359,1,canned soft drink, Diet Coke ,1.25,1.25
1359,1,canned soft drink, Lemonade ,1.25,1.25
1359,1,canned soft drink, Nestea ,1.25,1.25
1360,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Sour Cream Guacamole Lettuce ,11.25,11.25
1360,2,6 pack soft drink, Diet Coke ,12.98,6.49
1360,1,steak burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
1360,1,barbacoa burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
1360,1,chips and guacamole,,4.45,4.45
1361,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1361,1,barbacoa bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
1362,1,chicken bowl, Roasted Chili Corn Salsa Medium Pinto Beans Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
1362,1,chicken bowl, Tomatillo Green Chili Salsa Medium Pinto Beans Black Beans Rice Fajita Veggies Sour Cream Lettuce ,8.49,8.49
1363,1,veggie bowl, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Cheese Sour Cream Lettuce ,8.49,8.49
1363,1,chips and roasted chili corn salsa,,2.39,2.39
1364,1,steak burrito, Fresh Tomato Salsa Pinto Beans Lettuce Cheese Rice ,9.25,9.25
1364,1,chicken burrito, Fresh Tomato Salsa Rice Guacamole Cheese Sour Cream ,11.25,11.25
1365,1,chicken burrito, Tomatillo Green Chili Salsa Cheese Lettuce Rice Pinto Beans ,8.75,8.75
1365,1,chips and tomatillo green chili salsa,,2.95,2.95
1365,1,bottled water,,1.5,1.5
1366,1,veggie burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole Lettuce ,11.25,11.25
1366,1,chips and fresh tomato salsa,,2.95,2.95
1367,1,steak crispy tacos, Fresh Tomato Salsa Lettuce ,9.25,9.25
1367,1,chips and fresh tomato salsa,,2.95,2.95
1367,1,steak bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
1367,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
1368,1,chicken salad bowl, Fresh Tomato Salsa Fajita Vegetables Pinto Beans Guacamole Lettuce ,11.25,11.25
1368,1,chicken salad bowl, Fresh Tomato Salsa Pinto Beans Lettuce ,8.75,8.75
1369,1,veggie bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Lettuce ,8.75,8.75
1369,1,chips and guacamole,,4.45,4.45
1370,1,chicken burrito, Tomatillo Red Chili Salsa Rice Pinto Beans Sour Cream Guacamole Lettuce ,11.25,11.25
1370,1,canned soft drink, Coke ,1.25,1.25
1371,1,chicken burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese ,8.75,8.75
1371,1,chips and fresh tomato salsa,,2.95,2.95
1371,2,canned soft drink, Diet Coke ,2.5,1.25
1372,1,steak burrito, Fresh Tomato Salsa Rice Cheese ,9.25,9.25
1372,1,barbacoa burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream ,9.25,9.25
1373,1,carnitas burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese Lettuce ,9.25,9.25
1373,1,6 pack soft drink, Coke ,6.49,6.49
1374,2,chicken bowl, Fresh Tomato Salsa Rice Cheese Sour Cream Lettuce ,17.5,8.75
1375,1,chicken bowl, Roasted Chili Corn Salsa Medium Tomatillo Green Chili Salsa Medium Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
1375,1,side of chips,,1.69,1.69
1376,1,chicken burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Rice Fajita Veggies Cheese Lettuce ,8.49,8.49
1376,1,chips and guacamole,,3.99,3.99
1377,1,chicken bowl, Fresh Tomato Salsa Cheese Black Beans Rice ,8.75,8.75
1377,1,chips and tomatillo red chili salsa,,2.95,2.95
1378,1,chicken burrito, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Cheese Lettuce ,8.49,8.49
1378,1,steak bowl, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Rice Cheese Lettuce ,8.99,8.99
1379,1,steak burrito, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Rice Cheese Sour Cream ,8.99,8.99
1379,1,canned soda, Sprite ,1.09,1.09
1380,1,chicken burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese Sour Cream Lettuce ,8.75,8.75
1380,1,chips and guacamole,,4.45,4.45
1380,1,canned soft drink, Coke ,1.25,1.25
1381,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Sour Cream Cheese Guacamole ,11.25,11.25
1381,1,steak crispy tacos, Roasted Chili Corn Salsa Fajita Vegetables Sour Cream Cheese Lettuce Guacamole ,11.75,11.75
1382,1,chicken bowl, Roasted Chili Corn Salsa Black Beans Cheese Guacamole ,11.25,11.25
1382,1,carnitas burrito, Fresh Tomato Salsa Rice Black Beans Cheese Lettuce ,9.25,9.25
1383,1,chicken salad bowl, Fresh Tomato Salsa Fajita Vegetables Black Beans Guacamole Lettuce ,11.25,11.25
1383,1,bottled water,,1.5,1.5
1384,1,chicken bowl, Fresh Tomato Salsa Rice Fajita Vegetables Sour Cream Cheese Guacamole ,11.25,11.25
1384,1,chips,,2.15,2.15
1385,1,chicken burrito, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
1386,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese ,8.75,8.75
1386,1,steak bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole ,11.75,11.75
1387,1,chips and roasted chili corn salsa,,2.95,2.95
1387,1,chicken burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1388,1,chicken bowl, Fresh Tomato Salsa Rice Pinto Beans Cheese Guacamole Lettuce ,11.25,11.25
1388,1,steak soft tacos, Fresh Tomato Salsa Cheese Sour Cream Lettuce ,9.25,9.25
1389,1,chicken burrito, Fresh Tomato Salsa Rice Sour Cream Cheese Lettuce ,8.75,8.75
1389,1,steak burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese ,9.25,9.25
1389,1,chicken soft tacos, Tomatillo Red Chili Salsa Rice Cheese ,8.75,8.75
1390,1,chicken bowl, Fresh Tomato Salsa Rice Cheese ,8.75,8.75
1390,1,chicken bowl, Tomatillo Green Chili Salsa Rice Cheese ,8.75,8.75
1390,1,canned soft drink, Coke ,1.25,1.25
1391,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Guacamole ,11.25,11.25
1391,1,bottled water,,1.5,1.5
1391,1,chips,,2.15,2.15
1392,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
1392,1,chicken burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese Lettuce ,8.75,8.75
1392,1,chicken bowl, Fresh Tomato Salsa Rice Cheese Guacamole Lettuce ,11.25,11.25
1393,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,8.75,8.75
1393,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Pinto Beans Cheese Lettuce ,8.75,8.75
1394,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Sour Cream Guacamole ,11.25,11.25
1394,1,chips and guacamole,,4.45,4.45
1395,1,veggie burrito, Fresh Tomato Salsa Mild Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Black Beans Rice Fajita Veggies Sour Cream Lettuce ,8.49,8.49
1395,1,veggie burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Rice Fajita Veggies Sour Cream ,8.49,8.49
1395,1,veggie salad, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Black Beans Rice Fajita Veggies Lettuce ,8.49,8.49
1396,1,chicken crispy tacos, Roasted Chili Corn Salsa Medium Cheese Sour Cream Lettuce ,8.49,8.49
1396,1,steak soft tacos, Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Sour Cream ,8.99,8.99
1396,1,side of chips,,1.69,1.69
1396,1,chips and fresh tomato salsa,,2.39,2.39
1396,1,canned soda, Coca Cola ,1.09,1.09
1396,1,canned soda, Dr Pepper ,1.09,1.09
1397,1,veggie burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1397,1,chips and tomatillo green chili salsa,,2.95,2.95
1398,3,carnitas bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,35.25,11.75
1399,1,chicken bowl, Fresh Tomato Salsa Cheese Rice Black Beans ,8.75,8.75
1399,1,chips and tomatillo red chili salsa,,2.95,2.95
1399,1,canned soft drink, Sprite ,1.25,1.25
1400,1,chicken bowl, Fresh Tomato Salsa Guacamole Sour Cream Cheese Rice Fajita Vegetables ,11.25,11.25
1400,1,chips,,2.15,2.15
1401,1,steak bowl, Tomatillo Red Chili Salsa Rice Black Beans Pinto Beans Cheese Lettuce ,9.25,9.25
1401,1,chips and guacamole,,4.45,4.45
1402,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables ,8.75,8.75
1402,1,chicken bowl, Fresh Tomato Salsa Rice Fajita Vegetables Black Beans Sour Cream Cheese Lettuce ,8.75,8.75
1402,1,chicken burrito, Tomatillo Green Chili Salsa Fajita Vegetables Sour Cream ,8.75,8.75
1402,1,chips and guacamole,,4.45,4.45
1403,1,canned soft drink, Diet Coke ,1.25,1.25
1403,1,steak salad bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Cheese Guacamole Lettuce ,11.89,11.89
1404,1,chicken bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Sour Cream Lettuce ,8.75,8.75
1404,1,chips,,2.15,2.15
1404,1,canned soft drink, Diet Coke ,1.25,1.25
1405,1,chicken bowl, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Lettuce ,8.49,8.49
1405,1,canned soda, Diet Dr Pepper ,1.09,1.09
1405,1,bottled water,,1.09,1.09
1405,1,side of chips,,1.69,1.69
1406,1,steak burrito, Lettuce Fajita Veggies Rice ,8.69,8.69
1406,1,steak salad, Lettuce Fajita Veggies ,8.69,8.69
1407,1,steak crispy tacos, Fresh Tomato Salsa ,9.25,9.25
1407,1,chips and fresh tomato salsa,,2.95,2.95
1408,1,chicken bowl, Fresh Tomato Salsa Mild Black Beans Rice Guacamole Lettuce ,10.98,10.98
1408,1,chips and fresh tomato salsa,,2.39,2.39
1409,2,chicken salad bowl, Tomatillo Green Chili Salsa Black Beans Cheese Guacamole ,22.5,11.25
1410,2,chicken bowl, Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies Cheese Sour Cream Guacamole ,21.96,10.98
1411,1,chicken bowl, Roasted Chili Corn Salsa Medium Fresh Tomato Salsa Mild Rice Black Beans Fajita Veggies Guacamole ,10.98,10.98
1411,1,chicken bowl, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Fresh Tomato Salsa Mild Rice Pinto Beans Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
1411,1,side of chips,,1.69,1.69
1412,1,barbacoa burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese Guacamole ,11.75,11.75
1412,1,chips and tomatillo green chili salsa,,2.95,2.95
1413,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Pinto Beans Cheese ,8.75,8.75
1413,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1414,1,chicken burrito, Tomatillo Red Chili Salsa Rice Sour Cream ,8.75,8.75
1414,1,steak burrito, Fresh Tomato Salsa Rice Black Beans Pinto Beans Cheese Sour Cream Lettuce ,9.25,9.25
1414,1,chicken soft tacos, Tomatillo Red Chili Salsa Rice Sour Cream ,8.75,8.75
1415,1,chicken burrito, Rice Cheese ,8.19,8.19
1415,1,chicken burrito, Fresh Tomato Mild Guacamole Rice Sour Cream Cheese ,10.58,10.58
1416,1,chicken burrito, Tomatillo Green Chili Salsa Cheese Lettuce Pinto Beans Rice ,8.75,8.75
1416,1,chips and tomatillo green chili salsa,,2.95,2.95
1416,1,bottled water,,1.5,1.5
1417,2,canned soft drink, Coke ,2.5,1.25
1417,1,carnitas bowl, Fresh Tomato Salsa Rice Fajita Vegetables Black Beans Sour Cream Cheese Lettuce ,9.25,9.25
1417,1,chips and guacamole,,4.45,4.45
1418,1,steak burrito, Tomatillo Red Chili Salsa Rice Black Beans ,9.25,9.25
1418,1,chicken burrito, Fresh Tomato Salsa Rice Sour Cream Cheese Lettuce Guacamole ,11.25,11.25
1419,1,carnitas burrito, Fresh Tomato Mild Lettuce Rice ,8.69,8.69
1419,1,steak burrito, Fresh Tomato Mild Lettuce Pinto Beans Rice Sour Cream Cheese ,8.69,8.69
1419,1,chips and guacamole,,3.89,3.89
1420,1,steak burrito, Lettuce Fajita Veggies Rice ,8.69,8.69
1420,1,side of chips,,1.69,1.69
1421,1,chips and guacamole,,4.45,4.45
1421,1,steak burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
1422,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1422,1,chips and guacamole,,4.45,4.45
1422,1,chips,,2.15,2.15
1423,1,chicken burrito, Lettuce Fajita Veggies Rice ,8.19,8.19
1423,1,steak burrito, Lettuce Fajita Veggies Rice ,8.69,8.69
1424,1,chips and guacamole,,4.45,4.45
1424,1,veggie burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1425,1,canned soft drink, Coke ,1.25,1.25
1425,1,chicken burrito, Tomatillo Red Chili Salsa Rice Pinto Beans Sour Cream Guacamole Lettuce ,11.25,11.25
1425,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
1426,1,barbacoa salad bowl, Fresh Tomato Salsa Guacamole ,11.89,11.89
1426,1,barbacoa bowl, Fresh Tomato Salsa Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
1426,1,barbacoa soft tacos, Tomatillo Red Chili Salsa Fajita Vegetables Guacamole Lettuce ,11.75,11.75
1426,1,barbacoa bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
1427,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream ,8.75,8.75
1427,1,chips,,2.15,2.15
1427,1,bottled water,,1.5,1.5
1428,1,steak burrito, Roasted Chili Corn Salsa Rice Pinto Beans Sour Cream Cheese Guacamole ,11.75,11.75
1428,1,chips and guacamole,,4.45,4.45
1429,1,chips and guacamole,,3.99,3.99
1429,1,steak burrito, Tomatillo Green Chili Salsa Medium Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
1429,1,chicken burrito, Tomatillo Red Chili Salsa Hot Rice Cheese Sour Cream Guacamole ,10.98,10.98
1429,1,chips and tomatillo red chili salsa,,2.39,2.39
1430,1,canned soft drink, Sprite ,1.25,1.25
1430,1,chips and tomatillo green chili salsa,,2.95,2.95
1430,1,chicken bowl, Tomatillo Green Chili Salsa Fajita Vegetables Rice Black Beans Cheese Lettuce ,8.75,8.75
1431,1,chips and tomatillo green chili salsa,,2.95,2.95
1431,1,steak burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
1431,1,steak burrito, Tomatillo Green Chili Salsa Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
1431,1,steak burrito, Fresh Tomato Salsa Rice Black Beans Cheese Lettuce ,9.25,9.25
1431,1,chicken burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Lettuce ,8.75,8.75
1431,1,chips,,2.15,2.15
1432,1,steak burrito, Tomatillo Green Chili Salsa Rice Black Beans Sour Cream Lettuce ,9.25,9.25
1432,1,steak soft tacos, Fresh Tomato Salsa Cheese Lettuce ,9.25,9.25
1433,1,nantucket nectar, Pineapple Orange Banana ,3.39,3.39
1433,1,chicken burrito, Tomatillo Green Chili Salsa Medium Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
1433,1,chicken soft tacos, Tomatillo Green Chili Salsa Medium Cheese Sour Cream ,8.49,8.49
1433,1,chips and tomatillo green chili salsa,,2.39,2.39
1434,1,chicken burrito, Roasted Chili Corn Salsa Medium Black Beans Fajita Veggies Cheese Sour Cream Guacamole ,10.98,10.98
1434,1,canned soda, Dr Pepper ,1.09,1.09
1434,1,canned soda, Coca Cola ,1.09,1.09
1434,1,chicken burrito, Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Sour Cream ,8.49,8.49
1435,1,chicken salad bowl, Roasted Chili Corn Salsa Rice Fajita Vegetables Black Beans Cheese Lettuce Guacamole ,11.25,11.25
1435,1,canned soft drink, Diet Coke ,1.25,1.25
1436,1,steak bowl, Fresh Tomato Salsa Mild Rice Cheese Sour Cream Lettuce ,8.99,8.99
1436,1,bottled water,,1.09,1.09
1437,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
1437,1,chips,,2.15,2.15
1437,1,bottled water,,1.5,1.5
1438,1,chips and guacamole,,3.99,3.99
1438,1,chicken bowl, Roasted Chili Corn Salsa Medium Black Beans Rice Fajita Veggies Cheese Sour Cream ,8.49,8.49
1439,1,chicken bowl, Fresh Tomato Salsa Rice Cheese Sour Cream ,8.75,8.75
1439,1,chips,,2.15,2.15
1439,1,bottled water,,1.5,1.5
1440,1,chicken burrito, Tomatillo Green Chili Salsa Medium Black Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
1440,1,chicken bowl, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Black Beans Rice Fajita Veggies Guacamole Lettuce ,10.98,10.98
1440,2,canned soda, Diet Coke ,2.18,1.09
1441,1,chicken crispy tacos, Fresh Tomato Salsa Rice Black Beans Cheese ,8.75,8.75
1441,1,chips,,2.15,2.15
1441,1,bottled water,,1.5,1.5
1442,1,chips and guacamole,,4.45,4.45
1442,1,steak soft tacos, Roasted Chili Corn Salsa Rice Black Beans Cheese Lettuce ,9.25,9.25
1443,15,chips and fresh tomato salsa,,44.25,2.95
1443,7,bottled water,,10.5,1.5
1443,1,6 pack soft drink, Coke ,6.49,6.49
1443,3,veggie burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole ,33.75,11.25
1443,4,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream ,35.0,8.75
1443,3,steak burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream ,27.75,9.25
1443,2,bottled water,,3.0,1.5
1444,1,chicken bowl, Roasted Chili Corn Salsa Rice Pinto Beans Sour Cream Cheese Guacamole ,11.25,11.25
1444,1,steak crispy tacos, Roasted Chili Corn Salsa Fajita Vegetables Sour Cream Cheese Lettuce Guacamole ,11.75,11.75
1445,1,chicken bowl, Fresh Tomato Salsa Mild Black Beans Rice Guacamole Lettuce ,10.98,10.98
1445,1,chips and fresh tomato salsa,,2.39,2.39
1446,2,canned soft drink, Diet Coke ,2.5,1.25
1446,1,chicken soft tacos, Roasted Chili Corn Salsa Rice Cheese ,8.75,8.75
1446,1,chips and guacamole,,4.45,4.45
1447,2,chicken bowl, Tomatillo Red Chili Salsa Hot Cheese Sour Cream Fajita Veggies Pinto Beans Rice ,16.98,8.49
1448,1,chicken burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese Lettuce ,8.75,8.75
1448,1,6 pack soft drink, Nestea ,6.49,6.49
1449,2,chicken burrito, Fresh Tomato Salsa Mild Black Beans Rice Fajita Veggies Cheese ,16.98,8.49
1449,2,steak burrito, Fresh Tomato Salsa Mild Black Beans Rice Fajita Veggies Cheese ,17.98,8.99
1449,2,veggie bowl, Fresh Tomato Salsa Mild Black Beans Rice Fajita Veggies Cheese Lettuce ,16.98,8.49
1449,2,chicken bowl, Fresh Tomato Salsa Mild Black Beans Rice Fajita Veggies Cheese ,16.98,8.49
1449,1,carnitas burrito, Roasted Chili Corn Salsa Medium Black Beans Lettuce ,8.99,8.99
1449,1,carnitas soft tacos, Fresh Tomato Salsa Mild Rice Cheese Lettuce ,8.99,8.99
1449,1,chicken soft tacos, Tomatillo Red Chili Salsa Hot Cheese Sour Cream Lettuce ,8.49,8.49
1450,1,steak burrito, Tomatillo Green Chili Salsa Rice Black Beans Lettuce ,9.25,9.25
1450,1,chicken salad bowl, Roasted Chili Corn Salsa Rice Pinto Beans Lettuce ,8.75,8.75
1450,1,chips and tomatillo green chili salsa,,2.95,2.95
1451,1,steak soft tacos, Fresh Tomato Salsa Mild Tomatillo Green Chili Salsa Medium Rice Fajita Veggies Cheese Guacamole Lettuce ,11.48,11.48
1451,1,chips and tomatillo green chili salsa,,2.39,2.39
1452,1,steak burrito, Roasted Chili Corn Salsa Medium Rice Pinto Beans Lettuce ,8.99,8.99
1452,1,chips and roasted chili corn salsa,,2.39,2.39
1453,1,chicken burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese Guacamole Lettuce ,11.25,11.25
1453,1,chips and guacamole,,4.45,4.45
1453,1,chicken crispy tacos, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Lettuce ,8.75,8.75
1453,1,barbacoa burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Lettuce ,9.25,9.25
1454,1,6 pack soft drink, Coke ,6.49,6.49
1454,3,chicken burrito, Fresh Tomato Salsa ,26.25,8.75
1454,1,chicken soft tacos, Fresh Tomato Salsa Rice ,8.75,8.75
1454,3,chicken burrito, Fresh Tomato Salsa Rice ,26.25,8.75
1454,1,chicken crispy tacos, Fresh Tomato Salsa Rice ,8.75,8.75
1455,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole Lettuce ,11.25,11.25
1455,1,chicken salad bowl, Fresh Tomato Salsa Fajita Vegetables Guacamole Lettuce ,11.25,11.25
1455,1,chips,,2.15,2.15
1456,1,canned soft drink, Sprite ,1.25,1.25
1456,1,steak burrito, Tomatillo Green Chili Salsa Rice Black Beans Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
1457,1,chicken burrito, Fresh Tomato Salsa Rice Cheese Sour Cream ,8.75,8.75
1457,1,chips,,2.15,2.15
1457,1,bottled water,,1.5,1.5
1458,1,chicken bowl, Fresh Tomato Salsa Rice Cheese Sour Cream Guacamole Fajita Vegetables ,11.25,11.25
1458,1,chips,,2.15,2.15
1459,1,steak burrito, Roasted Chili Corn Salsa Medium Pinto Beans Rice Fajita Veggies Cheese Lettuce ,8.99,8.99
1459,1,chips and tomatillo red chili salsa,,2.39,2.39
1460,1,chicken bowl, Tomatillo Green Chili Salsa Rice Cheese Guacamole Lettuce ,11.25,11.25
1460,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Sour Cream Guacamole ,11.25,11.25
1460,1,chips,,2.15,2.15
1461,1,chicken bowl, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Guacamole ,11.25,11.25
1461,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
1461,1,chicken salad bowl, Tomatillo Green Chili Salsa Fajita Vegetables Lettuce ,8.75,8.75
1462,2,chips and tomatillo green chili salsa,,4.78,2.39
1462,2,chicken soft tacos, Tomatillo Green Chili Salsa Medium Fresh Tomato Salsa Mild Cheese Sour Cream Guacamole ,21.96,10.98
1463,1,veggie bowl, Fresh Tomato Salsa Mild Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
1463,1,chips and tomatillo red chili salsa,,2.39,2.39
1464,1,steak burrito, Tomatillo Green Chili Salsa Rice Fajita Vegetables Sour Cream Cheese Lettuce ,9.25,9.25
1464,1,chips and fresh tomato salsa,,2.95,2.95
1465,2,chicken bowl, Roasted Chili Corn Salsa Medium Fresh Tomato Salsa Mild Rice Fajita Veggies ,16.98,8.49
1466,1,chicken bowl, Fresh Tomato Mild Lettuce Fajita Veggies Pinto Beans Rice Sour Cream Cheese ,8.19,8.19
1466,1,chips and guacamole,,3.89,3.89
1467,1,steak bowl, Roasted Chili Corn Salsa Medium Rice Cheese Sour Cream Lettuce ,8.99,8.99
1467,1,bottled water,,1.09,1.09
1468,1,steak burrito, Tomatillo Green Chili Salsa Medium Rice Fajita Veggies Cheese Lettuce ,8.99,8.99
1468,1,izze, Blackberry ,3.39,3.39
1469,1,steak burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese Sour Cream ,9.25,9.25
1469,1,chips and guacamole,,4.45,4.45
1470,1,chicken bowl, Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies Cheese Sour Cream Guacamole ,10.98,10.98
